source,count,message_shape
culture_template,1,Gfx culture mena_unit_gfx in dtarig doesn't match existing sequence in bedouin
culture_template,1,Gfx culture berber_group_coa_gfx in dtarig doesn't match existing sequence in butr
culture_template,1,Gfx culture western_building_gfx in andt doesn't match existing sequence in latgalian
culture_template,1,Gfx culture english_clothing_gfx in andt doesn't match existing sequence in english
culture_template,1,Gfx culture mena_unit_gfx in andt doesn't match existing sequence in bedouin
culture_template,1,Gfx culture anglo_saxon_coa_gfx in andt doesn't match existing sequence in anglo_saxon
culture_template,1,Gfx culture steppe_building_gfx in tuigan doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_clothing_gfx in tuigan doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_unit_gfx in tuigan doesn't match existing sequence in nivkh
culture_template,1,Gfx culture mongol_coa_gfx in tuigan doesn't match existing sequence in nivkh
culture_template,1,Gfx culture steppe_building_gfx in oigur doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_clothing_gfx in oigur doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_unit_gfx in oigur doesn't match existing sequence in nivkh
culture_template,1,Gfx culture mongol_coa_gfx in oigur doesn't match existing sequence in nivkh
culture_template,1,Gfx culture steppe_building_gfx in quirish doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_clothing_gfx in quirish doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_unit_gfx in quirish doesn't match existing sequence in nivkh
culture_template,1,Gfx culture mongol_coa_gfx in quirish doesn't match existing sequence in nivkh
culture_template,1,Gfx culture steppe_building_gfx in fankiang doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_clothing_gfx in fankiang doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_unit_gfx in fankiang doesn't match existing sequence in nivkh
culture_template,1,Gfx culture mongol_coa_gfx in fankiang doesn't match existing sequence in nivkh
culture_template,1,Gfx culture steppe_building_gfx in kaghun doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_clothing_gfx in kaghun doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_unit_gfx in kaghun doesn't match existing sequence in nivkh
culture_template,1,Gfx culture mongol_coa_gfx in kaghun doesn't match existing sequence in nivkh
culture_template,1,Gfx culture steppe_building_gfx in igidujin doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_clothing_gfx in igidujin doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_unit_gfx in igidujin doesn't match existing sequence in nivkh
culture_template,1,Gfx culture mongol_coa_gfx in igidujin doesn't match existing sequence in nivkh
culture_template,1,Gfx culture steppe_building_gfx in taghur doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_clothing_gfx in taghur doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_unit_gfx in taghur doesn't match existing sequence in nivkh
culture_template,1,Gfx culture mongol_coa_gfx in taghur doesn't match existing sequence in nivkh
culture_template,1,Gfx culture steppe_building_gfx in tsu_tsu doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_clothing_gfx in tsu_tsu doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_unit_gfx in tsu_tsu doesn't match existing sequence in nivkh
culture_template,1,Gfx culture mongol_coa_gfx in tsu_tsu doesn't match existing sequence in nivkh
culture_template,1,Gfx culture steppe_building_gfx in guychiang doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_clothing_gfx in guychiang doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_unit_gfx in guychiang doesn't match existing sequence in nivkh
culture_template,1,Gfx culture mongol_coa_gfx in guychiang doesn't match existing sequence in nivkh
culture_template,1,Gfx culture steppe_building_gfx in dalat doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_clothing_gfx in dalat doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_unit_gfx in dalat doesn't match existing sequence in nivkh
culture_template,1,Gfx culture mongol_coa_gfx in dalat doesn't match existing sequence in nivkh
culture_template,1,Gfx culture steppe_building_gfx in khassidi doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_clothing_gfx in khassidi doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_unit_gfx in khassidi doesn't match existing sequence in nivkh
culture_template,1,Gfx culture mongol_coa_gfx in khassidi doesn't match existing sequence in nivkh
culture_template,1,Gfx culture steppe_building_gfx in commani doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_clothing_gfx in commani doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_unit_gfx in commani doesn't match existing sequence in nivkh
culture_template,1,Gfx culture mongol_coa_gfx in commani doesn't match existing sequence in nivkh
culture_template,1,Gfx culture steppe_building_gfx in naican doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_clothing_gfx in naican doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_unit_gfx in naican doesn't match existing sequence in nivkh
culture_template,1,Gfx culture mongol_coa_gfx in naican doesn't match existing sequence in nivkh
culture_template,1,Gfx culture steppe_building_gfx in zamogedi doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_clothing_gfx in zamogedi doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_unit_gfx in zamogedi doesn't match existing sequence in nivkh
culture_template,1,Gfx culture mongol_coa_gfx in zamogedi doesn't match existing sequence in nivkh
culture_template,1,Gfx culture chinese_building_gfx in chukien doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_clothing_gfx in chukien doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_unit_gfx in chukien doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_group_coa_gfx in chukien doesn't match existing sequence in han
culture_template,1,Gfx culture steppe_building_gfx in mai doesn't match existing sequence in hunnic
culture_template,1,Gfx culture khitan_clothing_gfx in mai doesn't match existing sequence in khitan
culture_template,1,Gfx culture chinese_unit_gfx in mai doesn't match existing sequence in han
culture_template,1,Gfx culture steppe_coa_gfx in mai doesn't match existing sequence in mordvin
culture_template,1,Gfx culture chinese_building_gfx in ching doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_clothing_gfx in ching doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_unit_gfx in ching doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_group_coa_gfx in ching doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_building_gfx in sheng doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_clothing_gfx in sheng doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_unit_gfx in sheng doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_group_coa_gfx in sheng doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_building_gfx in waka doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_clothing_gfx in waka doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_unit_gfx in waka doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_group_coa_gfx in waka doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_building_gfx in ti doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_clothing_gfx in ti doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_unit_gfx in ti doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_group_coa_gfx in ti doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_building_gfx in hungtse doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_clothing_gfx in hungtse doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_unit_gfx in hungtse doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_group_coa_gfx in hungtse doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_building_gfx in wang doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_clothing_gfx in wang doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_unit_gfx in wang doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_group_coa_gfx in wang doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_building_gfx in hai doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_clothing_gfx in hai doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_unit_gfx in hai doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_group_coa_gfx in hai doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_building_gfx in kao doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_clothing_gfx in kao doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_unit_gfx in kao doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_group_coa_gfx in kao doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_building_gfx in chu doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_clothing_gfx in chu doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_unit_gfx in chu doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_group_coa_gfx in chu doesn't match existing sequence in han
culture_template,1,Gfx culture mediterranean_building_gfx in amnian doesn't match existing sequence in gothic
culture_template,1,Gfx culture western_clothing_gfx in amnian doesn't match existing sequence in pictish
culture_template,1,Gfx culture latin_group_coa_gfx in amnian doesn't match existing sequence in gothic
culture_template,1,Gfx culture western_building_gfx in talfir doesn't match existing sequence in latgalian
culture_template,1,Gfx culture cornish_clothing_gfx in talfir doesn't match existing sequence in cornish
culture_template,1,Gfx culture irish_coa_gfx in talfir doesn't match existing sequence in irish
culture_template,1,Gfx culture western_building_gfx in ffolk doesn't match existing sequence in latgalian
culture_template,1,Gfx culture cornish_clothing_gfx in ffolk doesn't match existing sequence in cornish
culture_template,1,Gfx culture irish_coa_gfx in ffolk doesn't match existing sequence in irish
culture_template,1,Gfx culture western_building_gfx in highcoaster doesn't match existing sequence in latgalian
culture_template,1,Gfx culture english_coa_gfx in highcoaster doesn't match existing sequence in english
culture_template,1,Gfx culture mediterranean_building_gfx in tethyrian doesn't match existing sequence in gothic
culture_template,1,Gfx culture western_clothing_gfx in tethyrian doesn't match existing sequence in pictish
culture_template,1,Gfx culture latin_group_coa_gfx in tethyrian doesn't match existing sequence in gothic
culture_template,1,Gfx culture western_building_gfx in angulutiun doesn't match existing sequence in latgalian
culture_template,1,Gfx culture ugro_permian_clothing_gfx in angulutiun doesn't match existing sequence in vepsian
culture_template,1,Gfx culture northern_unit_gfx in angulutiun doesn't match existing sequence in latgalian
culture_template,1,Gfx culture ugro_permian_group_coa_gfx in angulutiun doesn't match existing sequence in komi
culture_template,1,Gfx culture western_building_gfx in iulutiun doesn't match existing sequence in latgalian
culture_template,1,Gfx culture ugro_permian_clothing_gfx in iulutiun doesn't match existing sequence in vepsian
culture_template,1,Gfx culture northern_unit_gfx in iulutiun doesn't match existing sequence in latgalian
culture_template,1,Gfx culture ugro_permian_group_coa_gfx in iulutiun doesn't match existing sequence in komi
culture_template,1,Gfx culture western_building_gfx in nakulutiun doesn't match existing sequence in latgalian
culture_template,1,Gfx culture ugro_permian_clothing_gfx in nakulutiun doesn't match existing sequence in vepsian
culture_template,1,Gfx culture northern_unit_gfx in nakulutiun doesn't match existing sequence in latgalian
culture_template,1,Gfx culture ugro_permian_group_coa_gfx in nakulutiun doesn't match existing sequence in komi
culture_template,1,Gfx culture western_building_gfx in ice_hunter doesn't match existing sequence in latgalian
culture_template,1,Gfx culture ugro_permian_clothing_gfx in ice_hunter doesn't match existing sequence in vepsian
culture_template,1,Gfx culture northern_unit_gfx in ice_hunter doesn't match existing sequence in latgalian
culture_template,1,Gfx culture ugro_permian_group_coa_gfx in ice_hunter doesn't match existing sequence in komi
culture_template,1,Gfx culture berber_group_building_gfx in astok doesn't match existing sequence in butr
culture_template,1,Gfx culture afr_berber_clothing_gfx in astok doesn't match existing sequence in maghrebi
culture_template,1,Gfx culture indian_unit_gfx in astok doesn't match existing sequence in tamil
culture_template,1,Gfx culture berber_group_coa_gfx in astok doesn't match existing sequence in butr
culture_template,1,Gfx culture berber_group_building_gfx in chun doesn't match existing sequence in butr
culture_template,1,Gfx culture afr_berber_clothing_gfx in chun doesn't match existing sequence in maghrebi
culture_template,1,Gfx culture indian_unit_gfx in chun doesn't match existing sequence in tamil
culture_template,1,Gfx culture berber_group_coa_gfx in chun doesn't match existing sequence in butr
culture_template,1,Gfx culture berber_group_building_gfx in jaziran doesn't match existing sequence in butr
culture_template,1,Gfx culture afr_berber_clothing_gfx in jaziran doesn't match existing sequence in maghrebi
culture_template,1,Gfx culture indian_unit_gfx in jaziran doesn't match existing sequence in tamil
culture_template,1,Gfx culture berber_group_coa_gfx in jaziran doesn't match existing sequence in butr
culture_template,1,Gfx culture mena_building_gfx in kadari doesn't match existing sequence in hebrew
culture_template,1,Gfx culture mena_clothing_gfx in kadari doesn't match existing sequence in ethiopian
culture_template,1,Gfx culture indian_unit_gfx in kadari doesn't match existing sequence in tamil
culture_template,1,Gfx culture arabic_group_coa_gfx in kadari doesn't match existing sequence in bedouin
culture_template,1,Gfx culture indian_building_gfx in noga doesn't match existing sequence in tamil
culture_template,1,Gfx culture indian_clothing_gfx in noga doesn't match existing sequence in tamil
culture_template,1,Gfx culture indian_unit_gfx in noga doesn't match existing sequence in tamil
culture_template,1,Gfx culture indo_aryan_group_coa_gfx in noga doesn't match existing sequence in bengali
culture_template,1,Gfx culture indian_building_gfx in affa doesn't match existing sequence in tamil
culture_template,1,Gfx culture indian_clothing_gfx in affa doesn't match existing sequence in tamil
culture_template,1,Gfx culture indian_unit_gfx in affa doesn't match existing sequence in tamil
culture_template,1,Gfx culture indo_aryan_group_coa_gfx in affa doesn't match existing sequence in bengali
culture_template,1,Gfx culture mediterranean_building_gfx in gnome doesn't match existing sequence in gothic
culture_template,1,Gfx culture western_clothing_gfx in gnome doesn't match existing sequence in pictish
culture_template,1,Gfx culture western_unit_gfx in gnome doesn't match existing sequence in pictish
culture_template,1,Gfx culture latin_group_coa_gfx in gnome doesn't match existing sequence in gothic
culture_template,1,Gfx culture mediterranean_building_gfx in forest_gnome doesn't match existing sequence in gothic
culture_template,1,Gfx culture western_clothing_gfx in forest_gnome doesn't match existing sequence in pictish
culture_template,1,Gfx culture western_unit_gfx in forest_gnome doesn't match existing sequence in pictish
culture_template,1,Gfx culture latin_group_coa_gfx in forest_gnome doesn't match existing sequence in gothic
culture_template,1,Gfx culture mediterranean_building_gfx in svirfneblin doesn't match existing sequence in gothic
culture_template,1,Gfx culture western_clothing_gfx in svirfneblin doesn't match existing sequence in pictish
culture_template,1,Gfx culture western_unit_gfx in svirfneblin doesn't match existing sequence in pictish
culture_template,1,Gfx culture latin_group_coa_gfx in svirfneblin doesn't match existing sequence in gothic
culture_template,1,Gfx culture mediterranean_building_gfx in lantanna doesn't match existing sequence in gothic
culture_template,1,Gfx culture western_clothing_gfx in lantanna doesn't match existing sequence in pictish
culture_template,1,Gfx culture western_unit_gfx in lantanna doesn't match existing sequence in pictish
culture_template,1,Gfx culture latin_group_coa_gfx in lantanna doesn't match existing sequence in gothic
culture_template,1,Gfx culture african_building_gfx in shu doesn't match existing sequence in akan
culture_template,1,Gfx culture african_clothing_gfx in shu doesn't match existing sequence in akan
culture_template,1,Gfx culture west_african_group_coa_gfx in shu doesn't match existing sequence in akan
culture_template,1,Gfx culture mena_building_gfx in undead_human doesn't match existing sequence in hebrew
culture_template,1,Gfx culture mena_clothing_gfx in undead_human doesn't match existing sequence in ethiopian
culture_template,1,Gfx culture arabic_group_coa_gfx in undead_human doesn't match existing sequence in bedouin
culture_template,1,Gfx culture mena_building_gfx in wight doesn't match existing sequence in hebrew
culture_template,1,Gfx culture mena_clothing_gfx in wight doesn't match existing sequence in ethiopian
culture_template,1,Gfx culture arabic_group_coa_gfx in wight doesn't match existing sequence in bedouin
culture_template,1,Gfx culture tibetan_building_gfx in minotaur doesn't match existing sequence in nepali
culture_template,1,Gfx culture tangut_clothing_gfx in minotaur doesn't match existing sequence in tangut
culture_template,1,Gfx culture eastern_unit_gfx in minotaur doesn't match existing sequence in greek
culture_template,1,Gfx culture tibetan_group_coa_gfx in minotaur doesn't match existing sequence in bodpa
culture_template,1,Gfx culture tibetan_building_gfx in baphitaur doesn't match existing sequence in nepali
culture_template,1,Gfx culture tangut_clothing_gfx in baphitaur doesn't match existing sequence in tangut
culture_template,1,Gfx culture eastern_unit_gfx in baphitaur doesn't match existing sequence in greek
culture_template,1,Gfx culture tibetan_group_coa_gfx in baphitaur doesn't match existing sequence in bodpa
culture_template,1,Gfx culture tibetan_building_gfx in yikarian doesn't match existing sequence in nepali
culture_template,1,Gfx culture tangut_clothing_gfx in yikarian doesn't match existing sequence in tangut
culture_template,1,Gfx culture eastern_unit_gfx in yikarian doesn't match existing sequence in greek
culture_template,1,Gfx culture tibetan_group_coa_gfx in yikarian doesn't match existing sequence in bodpa
culture_template,1,Gfx culture steppe_building_gfx in gnoll doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_clothing_gfx in gnoll doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_unit_gfx in gnoll doesn't match existing sequence in nivkh
culture_template,1,Gfx culture mongol_coa_gfx in gnoll doesn't match existing sequence in nivkh
culture_template,1,Gfx culture steppe_building_gfx in flind doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_clothing_gfx in flind doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_unit_gfx in flind doesn't match existing sequence in nivkh
culture_template,1,Gfx culture mongol_coa_gfx in flind doesn't match existing sequence in nivkh
culture_template,1,Gfx culture steppe_building_gfx in half_gnoll doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_clothing_gfx in half_gnoll doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_unit_gfx in half_gnoll doesn't match existing sequence in nivkh
culture_template,1,Gfx culture mongol_coa_gfx in half_gnoll doesn't match existing sequence in nivkh
culture_template,1,Gfx culture african_building_gfx in tabaxi doesn't match existing sequence in akan
culture_template,1,Gfx culture african_clothing_gfx in tabaxi doesn't match existing sequence in akan
culture_template,1,Gfx culture mongol_unit_gfx in tabaxi doesn't match existing sequence in nivkh
culture_template,1,Gfx culture western_coa_gfx in tabaxi doesn't match existing sequence in hungarian
culture_template,1,Gfx culture steppe_building_gfx in rakasta doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_clothing_gfx in rakasta doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_unit_gfx in rakasta doesn't match existing sequence in nivkh
culture_template,1,Gfx culture mongol_coa_gfx in rakasta doesn't match existing sequence in nivkh
culture_template,1,Gfx culture steppe_building_gfx in myoshiman doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_clothing_gfx in myoshiman doesn't match existing sequence in hunnic
culture_template,1,Gfx culture mongol_unit_gfx in myoshiman doesn't match existing sequence in nivkh
culture_template,1,Gfx culture mongol_coa_gfx in myoshiman doesn't match existing sequence in nivkh
culture_template,1,Gfx culture mena_building_gfx in sahuagin doesn't match existing sequence in hebrew
culture_template,1,Gfx culture mena_clothing_gfx in sahuagin doesn't match existing sequence in ethiopian
culture_template,1,Gfx culture mena_unit_gfx in sahuagin doesn't match existing sequence in bedouin
culture_template,1,Gfx culture israelite_group_coa_gfx in sahuagin doesn't match existing sequence in hebrew
culture_template,1,Gfx culture mena_building_gfx in malenti doesn't match existing sequence in hebrew
culture_template,1,Gfx culture mena_clothing_gfx in malenti doesn't match existing sequence in ethiopian
culture_template,1,Gfx culture mena_unit_gfx in malenti doesn't match existing sequence in bedouin
culture_template,1,Gfx culture israelite_group_coa_gfx in malenti doesn't match existing sequence in hebrew
culture_template,1,Gfx culture mena_building_gfx in kuo_toa doesn't match existing sequence in hebrew
culture_template,1,Gfx culture mena_clothing_gfx in kuo_toa doesn't match existing sequence in ethiopian
culture_template,1,Gfx culture mena_unit_gfx in kuo_toa doesn't match existing sequence in bedouin
culture_template,1,Gfx culture israelite_group_coa_gfx in kuo_toa doesn't match existing sequence in hebrew
culture_template,1,Gfx culture tibetan_building_gfx in centaur doesn't match existing sequence in nepali
culture_template,1,Gfx culture tangut_clothing_gfx in centaur doesn't match existing sequence in tangut
culture_template,1,Gfx culture eastern_unit_gfx in centaur doesn't match existing sequence in greek
culture_template,1,Gfx culture tibetan_group_coa_gfx in centaur doesn't match existing sequence in bodpa
culture_template,1,Gfx culture tibetan_building_gfx in wemic doesn't match existing sequence in nepali
culture_template,1,Gfx culture tangut_clothing_gfx in wemic doesn't match existing sequence in tangut
culture_template,1,Gfx culture eastern_unit_gfx in wemic doesn't match existing sequence in greek
culture_template,1,Gfx culture tibetan_group_coa_gfx in wemic doesn't match existing sequence in bodpa
culture_template,1,Gfx culture iranian_building_gfx in lamia doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_clothing_gfx in lamia doesn't match existing sequence in brahui
culture_template,1,Gfx culture eastern_unit_gfx in lamia doesn't match existing sequence in greek
culture_template,1,Gfx culture iranian_group_coa_gfx in lamia doesn't match existing sequence in persian
culture_template,1,Gfx culture african_building_gfx in tengu doesn't match existing sequence in akan
culture_template,1,Gfx culture african_clothing_gfx in tengu doesn't match existing sequence in akan
culture_template,1,Gfx culture sub_sahran_unit_gfx in tengu doesn't match existing sequence in akan
culture_template,1,Gfx culture western_coa_gfx in tengu doesn't match existing sequence in hungarian
culture_template,1,Gfx culture african_building_gfx in kenku doesn't match existing sequence in akan
culture_template,1,Gfx culture african_clothing_gfx in kenku doesn't match existing sequence in akan
culture_template,1,Gfx culture sub_sahran_unit_gfx in kenku doesn't match existing sequence in akan
culture_template,1,Gfx culture western_coa_gfx in kenku doesn't match existing sequence in hungarian
culture_template,1,Gfx culture african_building_gfx in corbie doesn't match existing sequence in akan
culture_template,1,Gfx culture african_clothing_gfx in corbie doesn't match existing sequence in akan
culture_template,1,Gfx culture sub_sahran_unit_gfx in corbie doesn't match existing sequence in akan
culture_template,1,Gfx culture western_coa_gfx in corbie doesn't match existing sequence in hungarian
culture_template,1,Gfx culture african_building_gfx in aarakocra doesn't match existing sequence in akan
culture_template,1,Gfx culture african_clothing_gfx in aarakocra doesn't match existing sequence in akan
culture_template,1,Gfx culture sub_sahran_unit_gfx in aarakocra doesn't match existing sequence in akan
culture_template,1,Gfx culture western_coa_gfx in aarakocra doesn't match existing sequence in hungarian
culture_template,1,Gfx culture iranian_building_gfx in illithid doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_clothing_gfx in illithid doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_unit_gfx in illithid doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_group_coa_gfx in illithid doesn't match existing sequence in persian
culture_template,1,Gfx culture iranian_building_gfx in thoon doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_clothing_gfx in thoon doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_unit_gfx in thoon doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_group_coa_gfx in thoon doesn't match existing sequence in persian
culture_template,1,Gfx culture iranian_building_gfx in elder_brain doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_clothing_gfx in elder_brain doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_unit_gfx in elder_brain doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_group_coa_gfx in elder_brain doesn't match existing sequence in persian
culture_template,1,Gfx culture iranian_building_gfx in beholder doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_clothing_gfx in beholder doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_unit_gfx in beholder doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_group_coa_gfx in beholder doesn't match existing sequence in persian
culture_template,1,Gfx culture iranian_building_gfx in spectator doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_clothing_gfx in spectator doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_unit_gfx in spectator doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_group_coa_gfx in spectator doesn't match existing sequence in persian
culture_template,1,Gfx culture iranian_building_gfx in hcathan doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_clothing_gfx in hcathan doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_unit_gfx in hcathan doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_group_coa_gfx in hcathan doesn't match existing sequence in persian
culture_template,1,Gfx culture iranian_building_gfx in aboleth doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_clothing_gfx in aboleth doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_unit_gfx in aboleth doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_group_coa_gfx in aboleth doesn't match existing sequence in persian
culture_template,1,Gfx culture iranian_building_gfx in ghaunadan doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_clothing_gfx in ghaunadan doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_unit_gfx in ghaunadan doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_group_coa_gfx in ghaunadan doesn't match existing sequence in persian
culture_template,1,Gfx culture iranian_building_gfx in starspawn doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_clothing_gfx in starspawn doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_unit_gfx in starspawn doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_group_coa_gfx in starspawn doesn't match existing sequence in persian
culture_template,1,Gfx culture byzantine_building_gfx in warforged doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_clothing_gfx in warforged doesn't match existing sequence in greek
culture_template,1,Gfx culture eastern_unit_gfx in warforged doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_group_coa_gfx in warforged doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_building_gfx in modron doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_clothing_gfx in modron doesn't match existing sequence in greek
culture_template,1,Gfx culture eastern_unit_gfx in modron doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_group_coa_gfx in modron doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_building_gfx in inevitable doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_clothing_gfx in inevitable doesn't match existing sequence in greek
culture_template,1,Gfx culture eastern_unit_gfx in inevitable doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_group_coa_gfx in inevitable doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_building_gfx in golem doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_clothing_gfx in golem doesn't match existing sequence in greek
culture_template,1,Gfx culture eastern_unit_gfx in golem doesn't match existing sequence in greek
culture_template,1,Gfx culture byzantine_group_coa_gfx in golem doesn't match existing sequence in greek
culture_template,1,Gfx culture northern_clothing_gfx in treant doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_unit_gfx in treant doesn't match existing sequence in latgalian
culture_template,1,Gfx culture baltic_group_coa_gfx in treant doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_clothing_gfx in hamadryad doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_unit_gfx in hamadryad doesn't match existing sequence in latgalian
culture_template,1,Gfx culture baltic_group_coa_gfx in hamadryad doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_clothing_gfx in shambler doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_unit_gfx in shambler doesn't match existing sequence in latgalian
culture_template,1,Gfx culture baltic_group_coa_gfx in shambler doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_clothing_gfx in susurrus doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_unit_gfx in susurrus doesn't match existing sequence in latgalian
culture_template,1,Gfx culture baltic_group_coa_gfx in susurrus doesn't match existing sequence in latgalian
culture_template,1,Gfx culture northern_clothing_gfx in blight doesn't match existing sequence in latgalian
